reviewer,stars,title,review,date
,5,"The novel, Outliers, explores the elements and circumstances of pe ...","The novel, Outliers, explores the elements and circumstances of pe .... The novel, Outliers, explores the elements and circumstances of people who are considered successful in our society. From the world’s best hockey players to Steve Jobs, he concludes that success is ultimately the result of impeccable timing, cultural support, and lots of practice. The overall message of the book is that to become one of very few “outliers” in our society, people need much more than just talent. While practice is commonly regarded as the one and only way to perfection, Gladwell argues that there is a reason almost all of Canada’s best hockey players were born in January, February, and March. The random connections like this one fascinated me as I read the book. Outliers is undoubtedly a book that makes readers think. Gladwell doesn’t tell readers why the best hockey players were born at the beginning of the year, but instead, makes them try to figure it out themselves by offering data sets. After offering readers hints to figure out his enigmas, he finally reveals the answer which never failed to be unanticipated and compelling. I think everyone would benefit from reading this book. Readers are not only interested by the intriguing connections made by Gladwell, but also by the amazing, untold stories of some of the most successful humans in history. Gladwell's writing style is thought provoking and forces readers to think about everything differently. Have you ever wondered why some airlines are so much more prone to crashes than others? I certainly didn’t, but the answers to questions like these are surprising and not obvious. Gladwell’s amazing observations and questions enlighten readers and cause them to question the obvious explanations to everything. Overall, I would recommend this book to everybody. The fascinating stories and observations make the book a serious page turner and enthrall readers around the world.",2016-04-03
SamanthaBee,5,Probably my favorite of all Gladwell's books. It helped shape how  ...,Probably my favorite of all Gladwell's books. It helped shape how  .... Probably my favorite of all Gladwell's books. It helped shape how I think about success. An entertaining and engaging read!,2016-03-31
BLuu2016,4,I am a student attending University of Baltimore.  I was recommend ...,"I am a student attending University of Baltimore.  I was recommend .... I am a student attending University of Baltimore.  I was recommended to read this book in my survey Entrepreneurship course.  This book discusses opportunities people have been given in order to succeed.  Gladwell argues that it is not just innate qualities, talent, or a high IQ that makes someone succeed, but it is cultural heritage, work ethic, support from people, and someone’s attitude that enormously help someone succeed when taking opportunities.  

I like how the introduction of this book and the last chapter and epilogue all tie the book together to make it cohesive.  The introduction of this book was very fascinating to me because it talked about how a group of people living in Roseto, Italy all lived long lives and it wasn’t because of genetics, it was all because of how these people lived and socialized in their culture that made them unique.  I never knew something like this could occur.  I also liked the ending of the last chapter that suggested more people need to become successful so it won’t just be a small amount of people making it to the top. This inspired me because it made me recognize that someone doesn’t have to say they made it despite their circumstances, but actually made it with the support of their cultural upbringing and circumstances and challenges they faced.  One thing I would improve was chapter seven, “The Ethnic Theory of Plane crashes,” by taking out some of the meandering because it was a tad bit of a long and drawn out chapter. 

This book is useful to other Entrepreneur students because it provides a positive outlook and inspiration for those that may think they don’t have what it takes to be an entrepreneur.  Essentially, this book can help someone realize that they don’t have to let their struggles or challenges stop from what they want to achieve.",2016-03-14
NatalieSDP,4,This book really changes your mind on how success is created and g ...,"This book really changes your mind on how success is created and g .... This book really changes your mind on how success is created and granted. It gives new perspectives on how success can be granted by anyone and basically in any way. Success isn't only received because you're intelligent but it also has aspects of luck, effort and random opportunities. There are many factors that are put into achieving goals and having success.",2016-02-24
,2,Tap if you hate this book,Tap if you hate this book. why (answer me in a review),2016-02-11
,5,Hi,Hi. Hello,2016-01-28
,4,,,2015-11-29
,2,,,2015-10-18
,5,I love how this books makes you think. Gladwell's main question th ...,"I love how this books makes you think. Gladwell's main question th .... I love how this books makes you think. Gladwell's main question that he focuses on is ""why do some people succeed and live remarkable, productive lives, and others don't reach their full potential?""With the use of personal experiences as well as relatable, real world experiences, Gladwell attempts to answer his question. Outliers was a pleasure to read and helps you think about your own successes, what you want to do with what you can do, and how you will get there. Lovely book!",2015-10-08
,5,Very interesting,"Very interesting. Very interesting read, I enjoyed the book a lot.",2015-10-01
Deb Womack,5,Another win from Gladwell!  This is my favorite of all his books.,Another win from Gladwell!  This is my favorite of all his books.. Another win from Gladwell!  This is my favorite of all his books.,2015-09-07
,2,Cool concept but presented in a repetitive manner.,Cool concept but presented in a repetitive manner.. Cool concept but presented in a repetitive manner.,2015-08-20
,4,,,2015-07-07
,4,,,2015-06-30
,3,,,2015-06-22
,4,,,2015-06-22
,3,GREAT BOOK !!!,GREAT BOOK !!!. Highly recommended. Must read. GREAT book to read.,2015-06-22
mjt1951,5,Eye Opening!,"Eye Opening!. I never realized how much perseverance, being at the right place at the right time, and nurturing encouragement played such roles in generating success.  A must read for those working with children!",2015-04-05
,5,Highly recommended,"Highly recommended. This is a thought provoking book, written in an entertaining narrative style.  It is an intelligent and thoroughly enjoyable read.",2015-04-03
,5,,,2015-03-10
,4,,,2015-02-26
,4,,,2015-02-25
,5,,,2015-02-23
,5,,,2015-02-06
,1,Read what i put,Read what i put. This guy sucks he just wrote down ranfom crap,2015-02-03
,5,,,2015-02-02
,5,Turtles,Turtles. I like turtles,2015-01-28
,5,Very interesting read,Very interesting read. This book was very interesting to read. I loved how each chapter started out with a vague story that wpuld have the reading wondering how this relates to success. Then as the story unfolded it became clear just how easy it was to take things at face value while not getting the deeper meaning. This book will make u think about life and success in a very different way. I recommend anyone that is interested in learning new things to read this book.,2015-01-22
,5,,,2015-01-18
,5,,,2015-01-16
,5,,,2015-01-13
,4,,,2015-01-06
,5,,,2014-11-24
,5,,,2014-11-22
,4,,,2014-11-16
,3,,,2014-10-31
,5,,,2014-10-31
,4,School making me read,"School making me read. This book is ok, but i hate it when were forced to read something. Id rather read something more intresting",2014-10-17
MBaptiste,4,"I personally learned a lot from the book, I've never thought of","I personally learned a lot from the book, I've never thought of. I personally learned a lot from the book, I've never thought of success in  such a complex way before. It kinda made a lot of success stories i didn't understand, understandable. When looking at a successful person, the first thought you think is &amp;lsquo;This person is lucky&amp;rsquo;. Really, success has many different causes, and some causes a person just can&amp;rsquo;t apply to their own life. Some of these causes are birth place/time and opportunity. The random causes of life can make or break the opportunities you have. I wasn&amp;rsquo;t aware of this study before reading the book and it made me think of all the successful people I know and why they might be successful. The book makes me look at the external factors of that person&amp;rsquo;s success first. It makes you feel bad about judging the people with the &amp;lsquo;Lucky&amp;rsquo; title because you don&amp;rsquo;t know what causes they might have had.",2014-10-16
,4,This book was very interesting because it explains a perspective,"This book was very interesting because it explains a perspective. This book was very interesting because it explains a perspective of success that I have never thought about. All my life, I have been told that success is only achievable by intelligence and working hard in school, but Gladwell provides his  own perspective. I really enjoyed the book and the life lessons it presented.",2014-10-15
,5,"Outliers is too entertaining to put down, too provocative to ign","Outliers is too entertaining to put down, too provocative to ign. Outliers is too entertaining to put down, too provocative to ignore, and too interesting to bore.  It is the epitome of a great book, exceptionally well-written and beautifully tied together. Outliers is an exquisitely gathered and analyzed mass of information with the personal touch that makes it all coherent, and certainly worth reading. Outliers focuses on the cases of individuals whose achievement is exceptional, who somehow possess an innate talent or ability that allows them to reach high levels of success. Gladwell analyzes the individual stories of Oppenheimer, The Beatles, and Bill Gates among other to illustrate his complex, yet innately uncomplicated theory about society.  His writing challenges assumptions about success and it&amp;rsquo;s origins, and proposes several novel ideas in the field of &amp;ldquo;outliers&amp;rdquo; in society.  This book is definitely worth your time, the definition of a &amp;quot;great read&amp;quot;",2014-10-15
,4,,,2014-10-15
,5,,,2014-10-08
,2,I didn't like this book very much.  I didn't like the way it was,"I didn't like this book very much.  I didn't like the way it was. I didn't like this book very much.  I didn't like the way it was written.  The chapters seemed to be all over the place.  I found it to be boring.  The concept was nice, but I didn't like the book.",2014-08-23
,4,,,2014-07-16
,3,,,2014-07-11
,3,,,2014-06-28
,4,,,2014-05-13
,5,This is an excellent book that truly makes you question your ide,"This is an excellent book that truly makes you question your ide. This is an excellent book that truly makes you question your idea of success and the American Dream. Gladwell succeeds in writing a book that will keep you entertained throughout the reading. Gladwell writes in an easy to read manner that can be consumed in only a few sittings. Gladwell's book, Outliers, is a hallmark in how to question society and keep your audience entertained.",2014-04-15
,4,I especially enjoyed reading Malcolm Gladwell's interpretation o,"I especially enjoyed reading Malcolm Gladwell's interpretation o. I especially enjoyed reading Malcolm Gladwell's interpretation of how society's &amp;quot;outliers&amp;quot; came to be who they are because he focused not only on the problems of our social structure (for example, that the Canadian youth hockey program provides fewer opportunities to younger hockey players) but also on solutions (in that case, by creating more youth hockey league divisions). His book shows us both what it takes to become an outlier and what we can do to create a world where more people are able to achieve &amp;quot;outlier&amp;quot; status.",2014-04-10
,5,,,2014-04-07
,4,The book Outliers is a perfect book for those who want to be suc,The book Outliers is a perfect book for those who want to be suc. The book Outliers is a perfect book for those who want to be successful because it takes you through a journey to your success.,2014-04-03
,5,,,2014-04-02
FrostCK,5,"Good book that talks about why people are successful, all the id","Good book that talks about why people are successful, all the id. Good book that talks about why people are successful, all the ideas he proposed are logical and followed up with many proofs.",2014-03-30
,5,Hgh,Hgh. Vhhh,2014-03-24
colinalcarz,5,If you've ever felt that you had the stuff but not the push to r,"If you've ever felt that you had the stuff but not the push to r. If you've ever felt that you had the stuff but not the push to reach your dreams, this book will help you realize what you were missing. So many of us live in &amp;quot;doorless dwellings&amp;quot; where opportunity can never knock, and despite our inherent ability, drive, and focus, we are left to settle for something less because we either never developed the skill of insisting or never thought we had the right. Talent that never converges with opportunity never achieves success. Gladwell thus carefully and sucessfully counters the typical personal success mythology.",2014-03-23
,5,Jjk,Jjk. Guyh,2014-03-21
,4,,,2014-03-20
,5,To all,To all. You should be ashamed of yourselves. With the amount of knowledge you kids have its incredelous the lack of maturity you show. I ptomise to find out who you are so that you may be properly punished. Shame on you. This is a great book and by hacking into the reviews messes it up,2014-03-03
,5,,,2014-03-02
,1,Like alana,Like alana. This is boring.,2014-02-27
ConfuzzledShannon,4,The Outliers is a look at what author Malcolm Gladwell thinks ma,"The Outliers is a look at what author Malcolm Gladwell thinks ma. The Outliers is a look at what author Malcolm Gladwell thinks make a person successful. Gladwell talks about family, location and time of being born.  These are all subjects that define us to the point whether we struggle getting the success or stuck at the bottom.




I thought the first half of Outliers was interesting as Gladwell talks about months and years people are born that may factor into a person success.  




I was more or less bored reading the second half which discussed families, and locations that define how hard you are going to work to be successful.  I also did not agree some of the facts discussed in the second half.




Outliers is an interesting read.  I picked it because some of the other books I had been reading mentioned it.   I would be interested in some of Gladwell&amp;rsquo;s other books.    ",2014-02-20
,5,Cody,Cody. Boring,2014-02-10
,5,Ourlire,Ourlire. Best book ever,2014-02-07
,1,U,U. Ummmm ok,2014-02-07
,5,Hshssjebhss,Hshssjebhss. HI,2014-02-07
,5,So,So. Sooooooo,2014-02-07
,5,d[t_t]b,d[t_t]b. Big Z,2014-02-06
,5,,,2014-02-05
,5,Mrs. Puff,Mrs. Puff. I need driving lessons,2014-02-05
,2,Uspa jr.,Uspa jr.. Thy moon goddess rules over all of thy land so sunk on thys new information,2014-02-05
,5,Graceffa,Graceffa. Wow,2014-02-05
,5,,,2014-02-04
,1,,,2014-02-04
,4,,,2014-01-30
,5,,,2014-01-27
,4,,,2014-01-20
,4,,,2014-01-07
,5,Highly recommended - researched material makes you think!,Highly recommended - researched material makes you think!. Malcolm Gladwell presents facts to support ways of thinking differing from the norm. This makes the reader think and form broader views about things like the road to success and the quality of education. The writer uses stories to keep the reader's interest. I liked the book and saw value in exploring the thoughts presented. I would recommend the book to serious readers.,2014-01-03
,5,,,2014-01-01
,4,,,2013-12-31
,5,A fantastic book,"A fantastic book. This book talks about  all the sucess by people,an i learned a lot from it. It is a great book.",2013-12-26
,4,Outliers,Outliers. Interesting theory on how to view success.,2013-12-18
,5,,,2013-12-09
,5,Liked how being born in one timeperiod effected your sucess,Liked how being born in one timeperiod effected your sucess. Good book I recommend it!,2013-12-08
,3,,,2013-12-02
,5,Mind blowing,Mind blowing. This book is absolutely incredible. Its definetly or a more advanced reader its kind of hard to understand. But it just changed the way i see pretty much anything. AWESOME?,2013-12-01
,5,,,2013-11-28
,4,,,2013-11-25
,5,SELL YOUR NOVEL TO HOLLYWOOD by Arial Gold is a MUST to go along,SELL YOUR NOVEL TO HOLLYWOOD by Arial Gold is a MUST to go along. SELL YOUR NOVEL TO HOLLYWOOD by Arial Gold is a MUST to go along with Malcom's book if you want to be successful! The booming ebook business is here to stay and with Arial Gold nook book you are guaranteed to make extra money!,2013-11-18
,5,,,2013-11-07
,4,,,2013-11-07
,3,,,2013-10-22
,5,"This was the first Malcolm Gladwell book that I have read, and I","This was the first Malcolm Gladwell book that I have read, and I. This was the first Malcolm Gladwell book that I have read, and I can see why he is so popular. His viewings of why people became successful is not only interesting and brilliant, but it makes you rethink and change your view on success in the world today. What I got out of the book was that the 10,000 hour rule is the key to success. Hard work and dedication day in and day out will pay off, and avenues and situations will open themselves up, allowing a person to seize the opportunity and make a name for his or her self.",2013-10-21
,4,,,2013-10-20
,3,,,2013-10-15
,4,,,2013-10-08
,2,,,2013-10-08
,4,,,2013-10-07
,4,,,2013-10-02
,5,,,2013-10-01
,1,Unfortunately Mr. Gladwell did not have adequate knowledge of IQ,"Unfortunately Mr. Gladwell did not have adequate knowledge of IQ. Unfortunately Mr. Gladwell did not have adequate knowledge of IQ tests to write with sufficient understanding about the subject.  For example he assumes that IQ scores from various tests are comparable.  He does not seem to be aware that not all IQ tests have the same ceiling.  Some tests have a ceiling of 165, others 180.  So to say a person who scores 165 on one test has a lower IQ than a person who scores 180 on another test may be misleading.  It is just as important to know which test was given as it is to know the test score.  There is also the Standard Error of Measurement to factor in, which varies from test to test.  Some tests give equal emphasis to verbal and non-verbal skills while others heavily weigh one or the other.  Some tests are limited to a pencil and paper format while others have concrete objects to be manipulated, so similar skills are not being evaluated.   All tests have predetermined, correct answers so there is no way to evaluate creative, &amp;quot;out of the box&amp;quot; thinking.  For example, one IQ test may ask the question, &amp;quot;In what way are a child and a banana tree alike?&amp;quot;   The correct answer according to the manual would be that they are both organisms, living beings.  But if the respondent  answers &amp;quot;They both have 55% of the same genes&amp;quot;, the response could not be given credit.  The ability to find creative, new and inventive ways of organizing information as Einstein was able to do can not be evaluated with IQ tests in their present form.  So to say that Einstein only had an IQ of 150 does not mean he did not have exceptionally high intellectual functioning, it may tell us more about the limitations of the test. If a respondent is given an IQ test in his/her second language then it is at their disadvantage.  Cultural differences also come into play, especially in vocabulary and in risk taking skills.  Then there is the problem of psychological factors.  People who are depressed tend to score significantly lower than their peers who are not depressed.  And more fundamentally, there is the problem that intellectual functioning can not be measured in the brain as the activity happens.  We can only imply from a test performance how efficiently, effectively the brain can solve problems.",2013-10-01
,5,,,2013-09-24
awgriffey,5,a must read,"a must read. Intriguing, quick read, very well written.",2013-09-22
,3,Nice,Nice. Book,2013-09-21
,5,,,2013-09-13
,1,,,2013-09-06
,2,,,2013-09-04
,5,,,2013-08-30
,5,,,2013-08-25
,4,,,2013-08-25
,5,,,2013-08-14
,4,Insightful read!,"Insightful read!. It is a jam packed book dealing with dispeling the misconceptions of success we have in mind. Readers alike will be enthralled with a ""new"" definition of what it means to be a successful achiever. Moreover, the author uses data and evdence to corroborate the theories behind what makes a person reach the pinnacle of the ladder. It is a definite fresh take on many misleading theories we have. A brilliant and excellent read! 

Happy reading viee",2013-08-13
,1,,,2013-08-08
,5,,,2013-08-07
,5,,,2013-08-04
,4,Excellent read,"Excellent read. I bought this book originally as a result of the Asian airlines accident in San Francisco. I found the cultural insight as to what went on in the cockpit fascinating.  As a pilot, I know that two pilot operations are inherently more safe than a single pilot. I will not be flying any Asian airlines anytime in the future! This book appears to be well researched and thought out, I learned quite a bit having read this.  The book became drawn out at the end. It unnecessarily went over same material discussed earlier in the book.",2013-08-02
,5,,,2013-07-31
,5,,,2013-07-20
,4,,,2013-07-10
,3,,,2013-07-01
,5,,,2013-06-29
,1,,,2013-06-25
,5,Enjoyable!,"Enjoyable!. This Gladwell book has a little bit of everything, covering topics from I.Q. ratings to plane crashes to health and wellness...I believe that readers from a range of different ages and careers will enjoy this book and take a lot from the contents. As usual, Gladwell writes in an engaging, concise style that is easy to comprehend. He does a great job of pulling the varied topics together at the end of each chapter or major section. This book certainly made me consider some of my previous thoughts and notions about where success comes from and how we achieve many types of success.",2013-06-21
,5,Very insightful and interesting. ,Very insightful and interesting. . Very insightful and interesting. ,2013-06-19
,5,,,2013-06-18
,5,,,2013-06-18
,4,"Provocative, but disjointed","Provocative, but disjointed. I really like Gladwell's overarching query, but there is something missing that makes it hard to fully buy the argument. It's a great read, regardless!",2013-06-14
,1,,,2013-06-08
KCK_Blogger,5,This is my first Malcolm Gladwell book.  Thank you friend for re,"This is my first Malcolm Gladwell book.  Thank you friend for re. This is my first Malcolm Gladwell book.  Thank you friend for recommending this book.   &amp;quot;Outliers&amp;quot; is  very interesting and proved to be thought provoking.  The book is a result of his research on exceptionally successful people like Bill Gates, The Beatles, Joe Flom and others.

 

I was always curious about how these people become so successful at their chosen careers and Mr. Malcolm will give you the explanations that comes with their successes.  The book is not a &amp;quot;how to become an outlier&amp;quot; but it explains how some has achieved such success. 

 

It explains how successful hockey players are  mostly born from January to March.  That kids born earlier in the year are physically more developed and thus get noticed and given more opportunity to play and better coaching.  Bill Gates and other software tycoons were born at the right time.  They were in college when computers are just starting out.  They seized the opportunity for computer time when the computer world was just young.  Michael Jordan might be very tall but it is not just his height that made him such a successful player.  Joe Flom a good Jewish lawyer, who was practicing business takeover law when nobody else was taking those cases.

 

Intellect may be important but as the psychologist Lewis Terman followed high IQ children into adulthood, it shows that intellect and achievement are FAR from perfectly correlated.  That one can have general and practical intelligence but it does not imply the presence of the other in all instances.  High I.Q. kids with involved parents also contributed to their success in adulthood.

 

The outliers possesses the combinations of being born at the right time and place, were given the extraordinary opportunity to put in the 10,000 hour rule to practice their crafts, has vision, talent and were in the right time and place.  They were not just innately programmed to be a success, they put in hard work, lived in a community where their potentials were encourage and &amp;quot;luck&amp;quot; was there at the right moment.  

 

In our everyday life scenario, does it mean we should prevent our kids from being the youngest in everything they do?  Should we demand hours and hours of practice in the things they decide to play,  be it in academics, sports, music and others?

 

I have a friend whose kids all have close to 4.0 GPA, all excel at the extracurricular activities they joined.  Is it just because they are genetically intelligent and talented?  Or is it because of the cultural legacy of being a second generation Asian-American?  But then, not all second generation Americans are Bill Gates in the making.  Are all their waking moment spent in studying and practicing?  I don't drive my kids around to lots of stuff like my friend did all these years, does it mean I am giving my kids less opportunity to excel?",2013-06-07
,3,It was a pretty good book. I just wish that the author should ha,"It was a pretty good book. I just wish that the author should ha. It was a pretty good book. I just wish that the author should have discussed members of our society that have achieved success that are not famous like people he discussed. For example, Sam Walton, the creator of Wal-Mart, was a very successful man.Wal-Mart has affected the lives of many people. Has Wayne Gretzyk affected the lives of millions? Maybe...but not at the extent of Walton. In addition, Gretzyk wished he had the financial fortune of Walton. As a result, I believe this would have a very good book if the author did not just discuss many stream people.",2013-06-05
,5,Fantastic book!!,Fantastic book!!. Fantastic book!!,2013-05-30
,4,"A little dry in some places, but overall very interesting!  A di","A little dry in some places, but overall very interesting!  A di. A little dry in some places, but overall very interesting!  A different perspective to be considered!",2013-05-25
,5,Great book - both business and personal life perspective!,"Great book - both business and personal life perspective!. I've enjoyed reading previous Malcolm Gladwell books, but this one was different.  This one wasn't strictly about professional perspective, but hit me between the eyes from a personal standpoint.  He was profound in his defining what makes an outlier successful.  And, of course, the end result shouldn't surprise people, but instead enable readers to understand the impact of their choices and act accordingly.  Recommend it highly!!",2013-05-24
,5,Wow... This book really made me rethink how I am raising my chil,Wow... This book really made me rethink how I am raising my chil. Wow... This book really made me rethink how I am raising my children!! Wonderful new insight into what makes a person successful. I have found myself talking about this book a lot.,2013-05-20
,5,Wow!,Wow!. I don't think i will look at the woeld in the same way ever again!,2013-05-13
,4,Malcolm Gladwell has a way of writing that almost feels like a m,"Malcolm Gladwell has a way of writing that almost feels like a m. Malcolm Gladwell has a way of writing that almost feels like a magic trick. 
He pulls you in with intricate stories and then spins out the complicated web of how they came to be, leaving you in awe at both
his ability to spread the information and at the actual findings. I had to read Outliers for my English class and at first I thought it was 
going to be extremely tedious, but I ended up liking the book more than I thought I would. 
In this book, Gladwell digs into the strange stories of unique opportunities, cultural legacies, and the importance of a birthdate that 
lead to success. It is a fascinating ride that had me gobbling up chapter after chapter and left me wondering about the successes of
my own generation and what is yet to come.",2013-05-12
,4,,,2013-05-11
,5,,,2013-05-07
,5,,,2013-05-07
,5,,,2013-05-05
,5,Amazing,Amazing. Thought provoking to say the least,2013-04-30
,2,,,2013-04-29
,5,,,2013-04-23
,5,,,2013-04-12
,5,,,2013-04-10
,5,,,2013-04-08
,5,I relished this book. It was a page turner and I yearned to cont,I relished this book. It was a page turner and I yearned to cont. I relished this book. It was a page turner and I yearned to continue reading through until the very end. Gladwell's theories on the road to success and how people make it to the top was very intriguing. His evidence makes one think twice about what one thought prior to reading this book. You would not regret reading this. I would most definitely recommend this book.,2013-04-08
TimmieEscobedo,5,"I¿m a big fan of Gladwell¿s books, and Outliers has not disappoi","I¿m a big fan of Gladwell¿s books, and Outliers has not disappoi. I&amp;rsquo;m a big fan of Gladwell&amp;rsquo;s books, and Outliers has not disappointed.  It follows in the steps of his other books, illustrating interesting social phenomena in a way that is compelling.  I found the book fascinating and difficult to put down, and especially loved the focus on the fact that we tend to look at success far to simplistically and prefer to congratulate ourselves for achieving success with &amp;ldquo;hard work&amp;rdquo; rather than being thankful for the circumstances that led to the success.",2013-04-08
janiec,5,Good book!,Good book!. Good book!,2013-04-06
,5,,,2013-04-04
,4,,,2013-03-30
rjhandler,5,Outliers is an exceptional book that captivates the reader right,Outliers is an exceptional book that captivates the reader right. Outliers is an exceptional book that captivates the reader right away. It teaches a lot about how someone can be successful and why others are successes in comparison to other people that might seem to be more deserving. This book really was a help even into knowing myself and others around me to learn how I can do things to the best of my ability as well as know when to take opportunities to the fullest. ,2013-03-22
TianaK,4,"Overall, I really enjoyed this book. I¿m not sure if I completel","Overall, I really enjoyed this book. I¿m not sure if I completel. Overall, I really enjoyed this book. I&amp;rsquo;m not sure if I completely agree with some of the ideas mentioned. It is about challenging many of the ideas of bias we have about successful people, mainly those considered to be &amp;ldquo;outliers.&amp;rdquo; Many people claim that the only path to success is through hard work, but this book points out that there are a lot of additional factors that contribute to success. ",2013-03-21
