reviewer,stars,title,review,date
,5,Loved this book! Thought it was very informative and was highly en ...,Loved this book! Thought it was very informative and was highly entertaining!,2017-03-17T10:04:10.000+00:00
madison-seifer,3,There were certainly parts of this book that I found quite interes ...,"There were certainly parts of this book that I found quite interesting and that made a lot of logical sense. Although the points are occasionally repetitive and over-drawn, Gladwell makes the point of using examples that force us to rethink the definition of ""success"". It doesn't have to mean innate ability to be smarter or more innovative than others, and can depend on a person's circumstances in life. 

Looking back, however, I realized there were only 3-4 chapters that I found myself truly immersed in his theories. I wasn't very fond of the fact that he spent 46 pages talking about plane crashes when the point was easily established in a third of that amount of pages. On the other hand, I related to and felt that he did a solid job analyzing the success rates of students that wait an extra year to start elementary school versus students that start earlier and are the youngest in their grade. Additionally, I liked his take on the ""10,000-Hour Rule"" because it essentially provided a perspective behind the reward of hard work.

Lastly, for the first half of the book, Mr. Malcolm Gladwell comes off as quite pretentious, almost as if his theories are superior to all others considering the subject matter. Even though the book is well written and makes good points, it wasn't particularly groundbreaking. It had some really good parts, and some parts I didn't enjoy as much.",2017-03-16T08:20:50.000+00:00
,5,Incredible!,Wow this book was so fascinating!,2017-02-19T09:58:16.000+00:00
,5,,,2017-01-07T13:52:12.000+00:00
,5,,,2016-07-16T20:47:54.000+00:00
,5,,,2016-06-28T04:31:29.000+00:00
,5,,,2016-04-11T07:56:38.000+00:00
samanthajgordon,5,"Malcolm Gladwell’s ""Outliers: The Story of Success"" has redefined  ...","Malcolm Gladwell’s ""Outliers: The Story of Success"" has redefined my interpretation of what it means to be human, and what it takes for a person to thrive and be successful.  The book takes the reader through a series of stories and scenarios that prove that natural talent doesn’t necessarily exist.  In fact, the characteristics that define who we are and how we act stem from a huge underground network that includes what time of the year we were born, our heritage, and other things.  For example, the country in which we grew up correlates to our confidence when standing up to authority.  Americans are inherently unafraid of the distance between a powerful figure and a subordinate, while people of nations such as Russia don’t normally speak up against those more powerful than them.

Topics like these are openly explored in ""Outliers"" in a clever blend of storytelling and statistics.  Sometimes I was reading a novel, other times a book on psychology, and even at times, a book that would be right at home in the self-help section.  ""Outliers"" is fast-paced yet descriptive and never caught me lacking focus and attention while reading it, especially considering that nonfiction books easily become very dry and difficult for me to read.  However, ""Outliers"" tackles such a unique idea and approaches it in a way that gives the book immense reread value.  After finishing the book, I’ve been inspired to look further into some of the researchers and studies the book referenced throughout.  I believe that the best books are the ones that keep you thinking even after you’ve finished them, and there is no doubt that ""Outliers"" is extremely thought-provoking.  While some chapters were more interesting and relevant to me than others, otherwise, it’s really difficult for me to find flaws with this book. I would recommend this book to anyone wishing to know more about the inner workings of the world and even about themselves.  ""Outliers"" provides unique insight on the natural tendencies of man and why successful people are so, also influencing the reader to evaluate how they, themselves, can thrive.",2016-04-04T08:33:07.000+00:00
,5,"The novel, Outliers, explores the elements and circumstances of pe ...","The novel, Outliers, explores the elements and circumstances of people who are considered successful in our society. From the world’s best hockey players to Steve Jobs, he concludes that success is ultimately the result of impeccable timing, cultural support, and lots of practice. The overall message of the book is that to become one of very few “outliers” in our society, people need much more than just talent. While practice is commonly regarded as the one and only way to perfection, Gladwell argues that there is a reason almost all of Canada’s best hockey players were born in January, February, and March. The random connections like this one fascinated me as I read the book. Outliers is undoubtedly a book that makes readers think. Gladwell doesn’t tell readers why the best hockey players were born at the beginning of the year, but instead, makes them try to figure it out themselves by offering data sets. After offering readers hints to figure out his enigmas, he finally reveals the answer which never failed to be unanticipated and compelling. I think everyone would benefit from reading this book. Readers are not only interested by the intriguing connections made by Gladwell, but also by the amazing, untold stories of some of the most successful humans in history. Gladwell's writing style is thought provoking and forces readers to think about everything differently. Have you ever wondered why some airlines are so much more prone to crashes than others? I certainly didn’t, but the answers to questions like these are surprising and not obvious. Gladwell’s amazing observations and questions enlighten readers and cause them to question the obvious explanations to everything. Overall, I would recommend this book to everybody. The fascinating stories and observations make the book a serious page turner and enthrall readers around the world.",2016-04-03T22:49:48.000+00:00
SamanthaBee,5,Probably my favorite of all Gladwell's books. It helped shape how  ...,Probably my favorite of all Gladwell's books. It helped shape how I think about success. An entertaining and engaging read!,2016-03-31T01:32:47.000+00:00
BLuu2016,4,I am a student attending University of Baltimore.  I was recommend ...,"I am a student attending University of Baltimore.  I was recommended to read this book in my survey Entrepreneurship course.  This book discusses opportunities people have been given in order to succeed.  Gladwell argues that it is not just innate qualities, talent, or a high IQ that makes someone succeed, but it is cultural heritage, work ethic, support from people, and someone’s attitude that enormously help someone succeed when taking opportunities.  

I like how the introduction of this book and the last chapter and epilogue all tie the book together to make it cohesive.  The introduction of this book was very fascinating to me because it talked about how a group of people living in Roseto, Italy all lived long lives and it wasn’t because of genetics, it was all because of how these people lived and socialized in their culture that made them unique.  I never knew something like this could occur.  I also liked the ending of the last chapter that suggested more people need to become successful so it won’t just be a small amount of people making it to the top. This inspired me because it made me recognize that someone doesn’t have to say they made it despite their circumstances, but actually made it with the support of their cultural upbringing and circumstances and challenges they faced.  One thing I would improve was chapter seven, “The Ethnic Theory of Plane crashes,” by taking out some of the meandering because it was a tad bit of a long and drawn out chapter. 

This book is useful to other Entrepreneur students because it provides a positive outlook and inspiration for those that may think they don’t have what it takes to be an entrepreneur.  Essentially, this book can help someone realize that they don’t have to let their struggles or challenges stop from what they want to achieve.",2016-03-14T04:24:11.000+00:00
NatalieSDP,4,This book really changes your mind on how success is created and g ...,"This book really changes your mind on how success is created and granted. It gives new perspectives on how success can be granted by anyone and basically in any way. Success isn't only received because you're intelligent but it also has aspects of luck, effort and random opportunities. There are many factors that are put into achieving goals and having success.",2016-02-24T11:17:56.000+00:00
,2,Tap if you hate this book,why (answer me in a review),2016-02-11T21:13:53.000+00:00
,5,Hi,Hello,2016-01-28T21:14:28.000+00:00
,4,,,2015-11-29T18:06:23.000+00:00
,2,,,2015-10-18T19:35:08.000+00:00
,5,I love how this books makes you think. Gladwell's main question th ...,"I love how this books makes you think. Gladwell's main question that he focuses on is ""why do some people succeed and live remarkable, productive lives, and others don't reach their full potential?""With the use of personal experiences as well as relatable, real world experiences, Gladwell attempts to answer his question. Outliers was a pleasure to read and helps you think about your own successes, what you want to do with what you can do, and how you will get there. Lovely book!",2015-10-08T22:20:24.000+00:00
,5,Very interesting,"Very interesting read, I enjoyed the book a lot.",2015-10-01T06:18:24.000+00:00
Deb Womack,5,Another win from Gladwell!  This is my favorite of all his books.,Another win from Gladwell!  This is my favorite of all his books.,2015-09-07T22:27:28.000+00:00
,2,Cool concept but presented in a repetitive manner.,Cool concept but presented in a repetitive manner.,2015-08-20T07:46:10.000+00:00
,4,,,2015-07-07T14:17:34.000+00:00
,4,,,2015-06-30T22:56:37.000+00:00
,3,,,2015-06-22T13:28:06.000+00:00
,4,,,2015-06-22T12:59:13.000+00:00
,3,GREAT BOOK !!!,Highly recommended. Must read. GREAT book to read.,2015-06-22T08:51:06.000+00:00
mjt1951,5,Eye Opening!,"I never realized how much perseverance, being at the right place at the right time, and nurturing encouragement played such roles in generating success.  A must read for those working with children!",2015-04-05T12:00:58.000+00:00
,5,Highly recommended,"This is a thought provoking book, written in an entertaining narrative style.  It is an intelligent and thoroughly enjoyable read.",2015-04-03T16:43:35.000+00:00
,5,,,2015-03-10T02:51:06.000+00:00
,4,,,2015-02-26T05:29:33.000+00:00
,4,,,2015-02-25T02:17:16.000+00:00
,5,,,2015-02-23T21:38:11.000+00:00
,5,,,2015-02-06T18:28:46.000+00:00
,1,Read what i put,This guy sucks he just wrote down ranfom crap,2015-02-03T18:32:56.000+00:00
,5,,,2015-02-02T17:43:07.000+00:00
,5,Turtles,I like turtles,2015-01-28T18:02:17.000+00:00
,5,Very interesting read,This book was very interesting to read. I loved how each chapter started out with a vague story that wpuld have the reading wondering how this relates to success. Then as the story unfolded it became clear just how easy it was to take things at face value while not getting the deeper meaning. This book will make u think about life and success in a very different way. I recommend anyone that is interested in learning new things to read this book.,2015-01-22T13:45:36.000+00:00
,5,,,2015-01-18T22:09:03.000+00:00
,5,,,2015-01-16T23:39:03.000+00:00
,5,,,2015-01-13T19:26:16.000+00:00
,4,,,2015-01-06T01:40:17.000+00:00
,5,,,2014-11-24T18:43:55.000+00:00
,5,,,2014-11-22T11:35:24.000+00:00
,4,,,2014-11-16T21:27:20.000+00:00
,3,,,2014-10-31T23:27:16.000+00:00
,5,,,2014-10-31T13:51:55.000+00:00
,4,School making me read,"This book is ok, but i hate it when were forced to read something. Id rather read something more intresting",2014-10-17T13:28:46.000+00:00
MBaptiste,4,"I personally learned a lot from the book, I've never thought of","I personally learned a lot from the book, I've never thought of success in  such a complex way before. It kinda made a lot of success stories i didn't understand, understandable. When looking at a successful person, the first thought you think is &amp;lsquo;This person is lucky&amp;rsquo;. Really, success has many different causes, and some causes a person just can&amp;rsquo;t apply to their own life. Some of these causes are birth place/time and opportunity. The random causes of life can make or break the opportunities you have. I wasn&amp;rsquo;t aware of this study before reading the book and it made me think of all the successful people I know and why they might be successful. The book makes me look at the external factors of that person&amp;rsquo;s success first. It makes you feel bad about judging the people with the &amp;lsquo;Lucky&amp;rsquo; title because you don&amp;rsquo;t know what causes they might have had.",2014-10-16T06:46:34.000+00:00
,4,This book was very interesting because it explains a perspective,"This book was very interesting because it explains a perspective of success that I have never thought about. All my life, I have been told that success is only achievable by intelligence and working hard in school, but Gladwell provides his  own perspective. I really enjoyed the book and the life lessons it presented.",2014-10-15T20:37:32.000+00:00
,5,"Outliers is too entertaining to put down, too provocative to ign","Outliers is too entertaining to put down, too provocative to ignore, and too interesting to bore.  It is the epitome of a great book, exceptionally well-written and beautifully tied together. Outliers is an exquisitely gathered and analyzed mass of information with the personal touch that makes it all coherent, and certainly worth reading. Outliers focuses on the cases of individuals whose achievement is exceptional, who somehow possess an innate talent or ability that allows them to reach high levels of success. Gladwell analyzes the individual stories of Oppenheimer, The Beatles, and Bill Gates among other to illustrate his complex, yet innately uncomplicated theory about society.  His writing challenges assumptions about success and it&amp;rsquo;s origins, and proposes several novel ideas in the field of &amp;ldquo;outliers&amp;rdquo; in society.  This book is definitely worth your time, the definition of a &amp;quot;great read&amp;quot;",2014-10-15T07:12:36.000+00:00
,4,,,2014-10-15T02:48:02.000+00:00
,5,,,2014-10-08T23:29:08.000+00:00
,2,I didn't like this book very much.  I didn't like the way it was,"I didn't like this book very much.  I didn't like the way it was written.  The chapters seemed to be all over the place.  I found it to be boring.  The concept was nice, but I didn't like the book.",2014-08-23T00:58:57.000+00:00
,4,,,2014-07-16T00:28:59.000+00:00
,3,,,2014-07-11T05:13:21.000+00:00
,3,,,2014-06-28T14:40:11.000+00:00
,4,,,2014-05-13T17:21:51.000+00:00
,5,This is an excellent book that truly makes you question your ide,"This is an excellent book that truly makes you question your idea of success and the American Dream. Gladwell succeeds in writing a book that will keep you entertained throughout the reading. Gladwell writes in an easy to read manner that can be consumed in only a few sittings. Gladwell's book, Outliers, is a hallmark in how to question society and keep your audience entertained.",2014-04-15T14:59:10.000+00:00
,4,I especially enjoyed reading Malcolm Gladwell's interpretation o,"I especially enjoyed reading Malcolm Gladwell's interpretation of how society's &amp;quot;outliers&amp;quot; came to be who they are because he focused not only on the problems of our social structure (for example, that the Canadian youth hockey program provides fewer opportunities to younger hockey players) but also on solutions (in that case, by creating more youth hockey league divisions). His book shows us both what it takes to become an outlier and what we can do to create a world where more people are able to achieve &amp;quot;outlier&amp;quot; status.",2014-04-10T03:04:04.000+00:00
,5,,,2014-04-07T03:46:45.000+00:00
,4,The book Outliers is a perfect book for those who want to be suc,The book Outliers is a perfect book for those who want to be successful because it takes you through a journey to your success.,2014-04-03T03:14:46.000+00:00
,5,,,2014-04-02T04:23:45.000+00:00
FrostCK,5,"Good book that talks about why people are successful, all the id","Good book that talks about why people are successful, all the ideas he proposed are logical and followed up with many proofs.",2014-03-30T19:22:23.000+00:00
,5,Hgh,Vhhh,2014-03-24T16:17:35.000+00:00
colinalcarz,5,If you've ever felt that you had the stuff but not the push to r,"If you've ever felt that you had the stuff but not the push to reach your dreams, this book will help you realize what you were missing. So many of us live in &amp;quot;doorless dwellings&amp;quot; where opportunity can never knock, and despite our inherent ability, drive, and focus, we are left to settle for something less because we either never developed the skill of insisting or never thought we had the right. Talent that never converges with opportunity never achieves success. Gladwell thus carefully and sucessfully counters the typical personal success mythology.",2014-03-23T20:49:14.000+00:00
,5,Jjk,Guyh,2014-03-21T16:10:12.000+00:00
,4,,,2014-03-20T11:21:26.000+00:00
,5,To all,You should be ashamed of yourselves. With the amount of knowledge you kids have its incredelous the lack of maturity you show. I ptomise to find out who you are so that you may be properly punished. Shame on you. This is a great book and by hacking into the reviews messes it up,2014-03-03T18:06:56.000+00:00
,5,,,2014-03-02T02:08:38.000+00:00
,1,Like alana,This is boring.,2014-02-27T14:17:40.000+00:00
ConfuzzledShannon,4,The Outliers is a look at what author Malcolm Gladwell thinks ma,"The Outliers is a look at what author Malcolm Gladwell thinks make a person successful. Gladwell talks about family, location and time of being born.  These are all subjects that define us to the point whether we struggle getting the success or stuck at the bottom.




I thought the first half of Outliers was interesting as Gladwell talks about months and years people are born that may factor into a person success.  




I was more or less bored reading the second half which discussed families, and locations that define how hard you are going to work to be successful.  I also did not agree some of the facts discussed in the second half.




Outliers is an interesting read.  I picked it because some of the other books I had been reading mentioned it.   I would be interested in some of Gladwell&amp;rsquo;s other books.    ",2014-02-20T14:44:48.000+00:00
,5,Cody,Boring,2014-02-10T14:27:03.000+00:00
,5,Ourlire,Best book ever,2014-02-07T18:30:18.000+00:00
,1,U,Ummmm ok,2014-02-07T18:03:48.000+00:00
,5,Hshssjebhss,HI,2014-02-07T16:20:15.000+00:00
,5,So,Sooooooo,2014-02-07T15:54:37.000+00:00
,5,d[t_t]b,Big Z,2014-02-06T18:23:17.000+00:00
,5,,,2014-02-05T18:39:03.000+00:00
,5,Mrs. Puff,I need driving lessons,2014-02-05T18:06:20.000+00:00
,2,Uspa jr.,Thy moon goddess rules over all of thy land so sunk on thys new information,2014-02-05T18:00:11.000+00:00
,5,Graceffa,Wow,2014-02-05T17:59:33.000+00:00
,5,,,2014-02-04T18:45:34.000+00:00
,1,,,2014-02-04T14:51:22.000+00:00
,4,,,2014-01-30T04:53:12.000+00:00
,5,,,2014-01-27T15:04:29.000+00:00
,4,,,2014-01-20T20:02:53.000+00:00
,4,,,2014-01-07T19:18:47.000+00:00
,5,Highly recommended - researched material makes you think!,Malcolm Gladwell presents facts to support ways of thinking differing from the norm. This makes the reader think and form broader views about things like the road to success and the quality of education. The writer uses stories to keep the reader's interest. I liked the book and saw value in exploring the thoughts presented. I would recommend the book to serious readers.,2014-01-03T13:38:42.000+00:00
,5,,,2014-01-01T20:45:46.000+00:00
,4,,,2013-12-31T18:16:34.000+00:00
,5,A fantastic book,"This book talks about  all the sucess by people,an i learned a lot from it. It is a great book.",2013-12-26T20:28:11.000+00:00
,4,Outliers,Interesting theory on how to view success.,2013-12-18T23:17:49.000+00:00
,5,,,2013-12-09T15:57:17.000+00:00
,5,Liked how being born in one timeperiod effected your sucess,Good book I recommend it!,2013-12-08T15:54:54.000+00:00
,3,,,2013-12-02T18:20:10.000+00:00
,5,Mind blowing,This book is absolutely incredible. Its definetly or a more advanced reader its kind of hard to understand. But it just changed the way i see pretty much anything. AWESOME?,2013-12-01T02:28:10.000+00:00
,5,,,2013-11-28T17:14:32.000+00:00
,4,,,2013-11-25T22:28:00.000+00:00
,5,SELL YOUR NOVEL TO HOLLYWOOD by Arial Gold is a MUST to go along,SELL YOUR NOVEL TO HOLLYWOOD by Arial Gold is a MUST to go along with Malcom's book if you want to be successful! The booming ebook business is here to stay and with Arial Gold nook book you are guaranteed to make extra money!,2013-11-18T05:58:30.000+00:00
,5,,,2013-11-07T22:14:58.000+00:00
,4,,,2013-11-07T19:40:18.000+00:00
,3,,,2013-10-22T19:58:22.000+00:00
,5,"This was the first Malcolm Gladwell book that I have read, and I","This was the first Malcolm Gladwell book that I have read, and I can see why he is so popular. His viewings of why people became successful is not only interesting and brilliant, but it makes you rethink and change your view on success in the world today. What I got out of the book was that the 10,000 hour rule is the key to success. Hard work and dedication day in and day out will pay off, and avenues and situations will open themselves up, allowing a person to seize the opportunity and make a name for his or her self.",2013-10-21T20:33:42.000+00:00
,4,,,2013-10-20T19:45:06.000+00:00
,3,,,2013-10-15T03:13:31.000+00:00
,4,,,2013-10-08T21:42:37.000+00:00
,2,,,2013-10-08T17:03:13.000+00:00
,4,,,2013-10-07T03:01:06.000+00:00
,4,,,2013-10-02T13:30:13.000+00:00
,5,,,2013-10-01T16:12:56.000+00:00
,1,Unfortunately Mr. Gladwell did not have adequate knowledge of IQ,"Unfortunately Mr. Gladwell did not have adequate knowledge of IQ tests to write with sufficient understanding about the subject.  For example he assumes that IQ scores from various tests are comparable.  He does not seem to be aware that not all IQ tests have the same ceiling.  Some tests have a ceiling of 165, others 180.  So to say a person who scores 165 on one test has a lower IQ than a person who scores 180 on another test may be misleading.  It is just as important to know which test was given as it is to know the test score.  There is also the Standard Error of Measurement to factor in, which varies from test to test.  Some tests give equal emphasis to verbal and non-verbal skills while others heavily weigh one or the other.  Some tests are limited to a pencil and paper format while others have concrete objects to be manipulated, so similar skills are not being evaluated.   All tests have predetermined, correct answers so there is no way to evaluate creative, &amp;quot;out of the box&amp;quot; thinking.  For example, one IQ test may ask the question, &amp;quot;In what way are a child and a banana tree alike?&amp;quot;   The correct answer according to the manual would be that they are both organisms, living beings.  But if the respondent  answers &amp;quot;They both have 55% of the same genes&amp;quot;, the response could not be given credit.  The ability to find creative, new and inventive ways of organizing information as Einstein was able to do can not be evaluated with IQ tests in their present form.  So to say that Einstein only had an IQ of 150 does not mean he did not have exceptionally high intellectual functioning, it may tell us more about the limitations of the test. If a respondent is given an IQ test in his/her second language then it is at their disadvantage.  Cultural differences also come into play, especially in vocabulary and in risk taking skills.  Then there is the problem of psychological factors.  People who are depressed tend to score significantly lower than their peers who are not depressed.  And more fundamentally, there is the problem that intellectual functioning can not be measured in the brain as the activity happens.  We can only imply from a test performance how efficiently, effectively the brain can solve problems.",2013-10-01T14:59:49.000+00:00
,5,,,2013-09-24T00:46:45.000+00:00
awgriffey,5,a must read,"Intriguing, quick read, very well written.",2013-09-22T17:16:30.000+00:00
,3,Nice,Book,2013-09-21T04:51:13.000+00:00
,5,,,2013-09-13T11:30:29.000+00:00
,1,,,2013-09-06T10:34:43.000+00:00
,2,,,2013-09-04T00:38:44.000+00:00
,5,,,2013-08-30T13:50:40.000+00:00
,5,,,2013-08-25T18:30:13.000+00:00
,4,,,2013-08-25T01:21:27.000+00:00
,5,,,2013-08-14T02:05:51.000+00:00
,4,Insightful read!,"It is a jam packed book dealing with dispeling the misconceptions of success we have in mind. Readers alike will be enthralled with a ""new"" definition of what it means to be a successful achiever. Moreover, the author uses data and evdence to corroborate the theories behind what makes a person reach the pinnacle of the ladder. It is a definite fresh take on many misleading theories we have. A brilliant and excellent read! 

Happy reading viee",2013-08-13T03:08:34.000+00:00
,1,,,2013-08-08T15:03:10.000+00:00
,5,,,2013-08-07T01:52:18.000+00:00
,5,,,2013-08-04T16:06:40.000+00:00
,4,Excellent read,"I bought this book originally as a result of the Asian airlines accident in San Francisco. I found the cultural insight as to what went on in the cockpit fascinating.  As a pilot, I know that two pilot operations are inherently more safe than a single pilot. I will not be flying any Asian airlines anytime in the future! This book appears to be well researched and thought out, I learned quite a bit having read this.  The book became drawn out at the end. It unnecessarily went over same material discussed earlier in the book.",2013-08-02T12:27:20.000+00:00
,5,,,2013-07-31T03:02:58.000+00:00
,5,,,2013-07-20T08:31:10.000+00:00
,4,,,2013-07-10T03:03:24.000+00:00
,3,,,2013-07-01T02:24:52.000+00:00
,5,,,2013-06-29T00:42:48.000+00:00
,1,,,2013-06-25T04:10:38.000+00:00
,5,Enjoyable!,"This Gladwell book has a little bit of everything, covering topics from I.Q. ratings to plane crashes to health and wellness...I believe that readers from a range of different ages and careers will enjoy this book and take a lot from the contents. As usual, Gladwell writes in an engaging, concise style that is easy to comprehend. He does a great job of pulling the varied topics together at the end of each chapter or major section. This book certainly made me consider some of my previous thoughts and notions about where success comes from and how we achieve many types of success.",2013-06-21T11:56:35.000+00:00
,5,Very insightful and interesting. ,Very insightful and interesting. ,2013-06-19T01:37:39.000+00:00
,5,,,2013-06-18T14:49:08.000+00:00
,5,,,2013-06-18T01:30:42.000+00:00
,4,"Provocative, but disjointed","I really like Gladwell's overarching query, but there is something missing that makes it hard to fully buy the argument. It's a great read, regardless!",2013-06-14T17:34:33.000+00:00
,1,,,2013-06-08T07:22:54.000+00:00
KCK_Blogger,5,This is my first Malcolm Gladwell book.  Thank you friend for re,"This is my first Malcolm Gladwell book.  Thank you friend for recommending this book.   &amp;quot;Outliers&amp;quot; is  very interesting and proved to be thought provoking.  The book is a result of his research on exceptionally successful people like Bill Gates, The Beatles, Joe Flom and others.

 

I was always curious about how these people become so successful at their chosen careers and Mr. Malcolm will give you the explanations that comes with their successes.  The book is not a &amp;quot;how to become an outlier&amp;quot; but it explains how some has achieved such success. 

 

It explains how successful hockey players are  mostly born from January to March.  That kids born earlier in the year are physically more developed and thus get noticed and given more opportunity to play and better coaching.  Bill Gates and other software tycoons were born at the right time.  They were in college when computers are just starting out.  They seized the opportunity for computer time when the computer world was just young.  Michael Jordan might be very tall but it is not just his height that made him such a successful player.  Joe Flom a good Jewish lawyer, who was practicing business takeover law when nobody else was taking those cases.

 

Intellect may be important but as the psychologist Lewis Terman followed high IQ children into adulthood, it shows that intellect and achievement are FAR from perfectly correlated.  That one can have general and practical intelligence but it does not imply the presence of the other in all instances.  High I.Q. kids with involved parents also contributed to their success in adulthood.

 

The outliers possesses the combinations of being born at the right time and place, were given the extraordinary opportunity to put in the 10,000 hour rule to practice their crafts, has vision, talent and were in the right time and place.  They were not just innately programmed to be a success, they put in hard work, lived in a community where their potentials were encourage and &amp;quot;luck&amp;quot; was there at the right moment.  

 

In our everyday life scenario, does it mean we should prevent our kids from being the youngest in everything they do?  Should we demand hours and hours of practice in the things they decide to play,  be it in academics, sports, music and others?

 

I have a friend whose kids all have close to 4.0 GPA, all excel at the extracurricular activities they joined.  Is it just because they are genetically intelligent and talented?  Or is it because of the cultural legacy of being a second generation Asian-American?  But then, not all second generation Americans are Bill Gates in the making.  Are all their waking moment spent in studying and practicing?  I don't drive my kids around to lots of stuff like my friend did all these years, does it mean I am giving my kids less opportunity to excel?",2013-06-07T02:45:39.000+00:00
,3,It was a pretty good book. I just wish that the author should ha,"It was a pretty good book. I just wish that the author should have discussed members of our society that have achieved success that are not famous like people he discussed. For example, Sam Walton, the creator of Wal-Mart, was a very successful man.Wal-Mart has affected the lives of many people. Has Wayne Gretzyk affected the lives of millions? Maybe...but not at the extent of Walton. In addition, Gretzyk wished he had the financial fortune of Walton. As a result, I believe this would have a very good book if the author did not just discuss many stream people.",2013-06-05T21:38:47.000+00:00
,5,Fantastic book!!,Fantastic book!!,2013-05-30T00:46:49.000+00:00
,4,"A little dry in some places, but overall very interesting!  A di","A little dry in some places, but overall very interesting!  A different perspective to be considered!",2013-05-25T02:19:11.000+00:00
,5,Great book - both business and personal life perspective!,"I've enjoyed reading previous Malcolm Gladwell books, but this one was different.  This one wasn't strictly about professional perspective, but hit me between the eyes from a personal standpoint.  He was profound in his defining what makes an outlier successful.  And, of course, the end result shouldn't surprise people, but instead enable readers to understand the impact of their choices and act accordingly.  Recommend it highly!!",2013-05-24T11:10:48.000+00:00
,5,Wow... This book really made me rethink how I am raising my chil,Wow... This book really made me rethink how I am raising my children!! Wonderful new insight into what makes a person successful. I have found myself talking about this book a lot.,2013-05-20T02:25:14.000+00:00
,5,Wow!,I don't think i will look at the woeld in the same way ever again!,2013-05-13T03:46:50.000+00:00
,4,Malcolm Gladwell has a way of writing that almost feels like a m,"Malcolm Gladwell has a way of writing that almost feels like a magic trick. 
He pulls you in with intricate stories and then spins out the complicated web of how they came to be, leaving you in awe at both
his ability to spread the information and at the actual findings. I had to read Outliers for my English class and at first I thought it was 
going to be extremely tedious, but I ended up liking the book more than I thought I would. 
In this book, Gladwell digs into the strange stories of unique opportunities, cultural legacies, and the importance of a birthdate that 
lead to success. It is a fascinating ride that had me gobbling up chapter after chapter and left me wondering about the successes of
my own generation and what is yet to come.",2013-05-12T21:27:52.000+00:00
,4,,,2013-05-11T01:18:19.000+00:00
,5,,,2013-05-07T21:10:35.000+00:00
,5,,,2013-05-07T17:40:31.000+00:00
,5,,,2013-05-05T05:43:39.000+00:00
,5,Amazing,Thought provoking to say the least,2013-04-30T22:35:49.000+00:00
,2,,,2013-04-29T03:51:57.000+00:00
,5,,,2013-04-23T13:18:33.000+00:00
,5,,,2013-04-12T00:11:51.000+00:00
,5,,,2013-04-10T17:47:37.000+00:00
,5,,,2013-04-08T22:38:31.000+00:00
